"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._current_page_name","participant.time_started","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.role","player.payoff","player.settled_assets","player.available_assets","player.settled_cash","player.available_cash","group.id_in_subsession","group.ran_ready_function","subsession.round_number","subsession.period_length","subsession.num_assets","subsession.num_states","subsession.asset_endowments","subsession.cash_endowment","subsession.practice","subsession.x","subsession.G","subsession.L","subsession.p1","subsession.p2","subsession.p3","subsession.state_independent","subsession.state_a","subsession.state_b","subsession.salient_payoff","subsession.final_selected_round","subsession.num_rounds","session.code","session.label","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","subsession.asset_type"
"252",4,"ob0inpdo","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:42.551931+00:00",1,NA,NA,11579,7,NA,1458,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1458,1458,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"253",5,"0qb53zxz","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.466214+00:00",1,NA,NA,11904,5,NA,1486,"{'A': 0, 'B': 5}","{'A': 0, 'B': 5}",886,861,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"254",6,"msddi0zb","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.875150+00:00",1,NA,NA,12560,3,NA,1521,"{'A': 0, 'B': 10}","{'A': 0, 'B': 10}",324,95,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"255",7,"xv7fbzlt","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:42.838392+00:00",1,NA,NA,11694,6,NA,1474,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1114,1002,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"256",8,"pdn7tzjz","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-25 02:02:21.637288+00:00",1,NA,NA,12207,8,NA,1482,"{'A': 0, 'B': 4}","{'A': 0, 'B': 4}",1002,1002,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"257",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,6,NA,370,"{'A': 3, 'B': 3}","{'A': 3, 'B': 2}",770,770,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"258",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,2,NA,385,"{'A': 2, 'B': 1}","{'A': 0, 'B': 1}",1105,595,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"259",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,3,NA,395,"{'A': 2, 'B': 2}","{'A': 1, 'B': 2}",995,995,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"260",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,1,NA,410,"{'A': 3, 'B': 0}","{'A': 2, 'B': 0}",1170,1098,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"261",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,8,NA,380,"{'A': 2, 'B': 0}","{'A': 2, 'B': 0}",1220,1060,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"262",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,7,NA,400,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",880,760,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"263",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,4,NA,500,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1260,1240,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"264",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,5,NA,360,"{'A': 2, 'B': 5}","{'A': 2, 'B': 5}",600,395,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"265",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,4,NA,-85,"{'A': 3, 'B': 5}","{'A': 3, 'B': 5}",575,575,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"266",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,2,NA,230,"{'A': 2, 'B': 2}","{'A': 0, 'B': 0}",1030,510,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"267",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,8,NA,109,"{'A': 2, 'B': 3}","{'A': 2, 'B': 2}",889,889,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"268",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,5,NA,200,"{'A': 2, 'B': 2}","{'A': 1, 'B': 0}",1000,816,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"269",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,6,NA,325,"{'A': 3, 'B': 0}","{'A': 3, 'B': 0}",1085,895,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"270",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,3,NA,252,"{'A': 3, 'B': 1}","{'A': 3, 'B': 1}",992,992,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"271",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,7,NA,409,"{'A': 1, 'B': 0}","{'A': 0, 'B': 0}",1329,1329,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"272",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,1,NA,160,"{'A': 0, 'B': 3}","{'A': 0, 'B': 2}",1100,888,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"273",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,8,NA,120,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",900,900,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"274",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,4,NA,322,"{'A': 0, 'B': 1}","{'A': 0, 'B': 1}",1302,1242,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"275",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,5,NA,121,"{'A': 2, 'B': 3}","{'A': 1, 'B': 3}",901,806,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"276",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,7,NA,330,"{'A': 1, 'B': 1}","{'A': 0, 'B': 0}",1230,985,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"277",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,1,NA,300,"{'A': 4, 'B': 0}","{'A': 4, 'B': 0}",980,980,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"278",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,2,NA,140,"{'A': 4, 'B': 2}","{'A': 4, 'B': 2}",780,780,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"279",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,6,NA,393,"{'A': 1, 'B': 0}","{'A': 1, 'B': 0}",1313,1257,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"280",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,3,NA,-126,"{'A': 2, 'B': 6}","{'A': 1, 'B': 6}",594,110,1,"2022-11-04 02:23:11.301804+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"281",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,5,NA,430,"{'A': 2, 'B': 4}","{'A': 2, 'B': 4}",790,704,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"282",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,6,NA,433,"{'A': 2, 'B': 4}","{'A': 1, 'B': 3}",793,448,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"283",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,2,NA,370,"{'A': 3, 'B': 2}","{'A': 3, 'B': 1}",890,890,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"284",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,4,NA,380,"{'A': 2, 'B': 1}","{'A': 0, 'B': 0}",1100,835,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"285",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,8,NA,382,"{'A': 2, 'B': 1}","{'A': 2, 'B': 1}",1102,1102,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"286",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,3,NA,375,"{'A': 3, 'B': 3}","{'A': 3, 'B': 3}",775,775,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"287",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,1,NA,420,"{'A': 1, 'B': 0}","{'A': 0, 'B': 0}",1340,849,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"288",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,7,NA,410,"{'A': 1, 'B': 1}","{'A': 0, 'B': 1}",1210,1012,1,"2022-11-04 02:27:34.081904+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"289",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,7,NA,411,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",891,785,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"290",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,3,NA,358,"{'A': 4, 'B': 5}","{'A': 2, 'B': 3}",438,233,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"291",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,4,NA,377,"{'A': 3, 'B': 2}","{'A': 3, 'B': 2}",897,897,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"292",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,8,NA,417,"{'A': 1, 'B': 0}","{'A': 0, 'B': 0}",1337,1064,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"293",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,1,NA,413,"{'A': 1, 'B': 1}","{'A': 1, 'B': 1}",1213,1213,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"294",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,5,NA,380,"{'A': 3, 'B': 3}","{'A': 3, 'B': 3}",780,780,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"295",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,2,NA,386,"{'A': 2, 'B': 0}","{'A': 1, 'B': 0}",1226,1130,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"296",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,6,NA,458,"{'A': 0, 'B': 2}","{'A': 0, 'B': 1}",1218,1218,1,"2022-11-04 02:31:57.217435+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"297",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,7,NA,413,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",893,794,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"298",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,4,NA,372,"{'A': 3, 'B': 4}","{'A': 0, 'B': 2}",652,372,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"299",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,8,NA,382,"{'A': 3, 'B': 2}","{'A': 3, 'B': 2}",902,800,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"300",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,2,NA,383,"{'A': 2, 'B': 0}","{'A': 0, 'B': 0}",1223,1045,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"301",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,5,NA,410,"{'A': 1, 'B': 1}","{'A': 1, 'B': 1}",1210,1210,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"302",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,1,NA,400,"{'A': 2, 'B': 3}","{'A': 1, 'B': 2}",880,880,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"303",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,6,NA,425,"{'A': 1, 'B': 0}","{'A': 1, 'B': 0}",1345,780,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"304",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,3,NA,415,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",895,895,1,"2022-11-04 02:36:10.256624+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"305",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,7,NA,615,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",895,794,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"306",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,5,NA,670,"{'A': 3, 'B': 2}","{'A': 2, 'B': 2}",890,690,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"307",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,4,NA,677,"{'A': 3, 'B': 2}","{'A': 3, 'B': 2}",897,897,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"308",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,6,NA,526,"{'A': 1, 'B': 1}","{'A': 0, 'B': 0}",1226,1029,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"309",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,2,NA,513,"{'A': 1, 'B': 1}","{'A': 1, 'B': 1}",1213,1213,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"310",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,1,NA,831,"{'A': 5, 'B': 4}","{'A': 4, 'B': 3}",451,313,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"311",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,3,NA,438,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1438,1438,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"312",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,8,NA,530,"{'A': 1, 'B': 3}","{'A': 1, 'B': 1}",990,990,1,"2022-11-04 02:40:32.346345+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,1,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"313",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,7,NA,417,"{'A': 2, 'B': 4}","{'A': 2, 'B': 4}",777,676,1,"2022-11-04 02:44:54.623198+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,4,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"314",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,5,NA,437,"{'A': 1, 'B': 3}","{'A': 1, 'B': 2}",997,794,1,"2022-11-04 02:44:54.623198+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,4,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"315",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,2,NA,375,"{'A': 3, 'B': 2}","{'A': 3, 'B': 2}",895,793,1,"2022-11-04 02:44:54.623198+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,3,0,4,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
